idptar;nomptar;STIF;CodeINSEE;X;Y;coord;UFR;Annonce Sonore Prochain Passage;Annonce Visuelle Prochain Passage;Annonce Sonore Situations Perturbees;Annonce Visuelle Situations Perturbees;PAQT;Accessibilite Quai Train;IDAMIVIF
60302;Goussainville;;;;;;;;;;;;;IDAMIVIF
60308;Survilliers-Fosses;;;;;;;;;;;;;IDAMIVIF
60309;Survilliers-Fosses;;;;;;;;;;;;;IDAMIVIF
60315;Chantilly-Gouvieux;;;;;;;;;;;;;IDAMIVIF
60325;Le Vert de Maisons;;;;;;;;;;;;;IDAMIVIF
60389;Yerres;;;;;;1;;;;;;;IDAMIVIF
60390;Yerres;;;;;;1;;;;;;;IDAMIVIF
60393;Boussy-Saint-Antoine;;;;;;;;;;;;;IDAMIVIF
60405;Melun;;;;;;;;;;;;;IDAMIVIF
60406;Melun;;;;;;;;;;;;;IDAMIVIF
4473198;Creteil-Pompadour;;;;;;1;;;;;;;IDAMIVIF
5476922;Gare du Nord (Surface);;;;;;1;;;;;;;IDAMIVIF
60411;Saint-Denis;;;;;;;;;;;;;IDAMIVIF
60414;Villiers-le-Bel (Gonesse - Arnouville);;;;;;;;;;;;;IDAMIVIF
60430;Vigneux-sur-Seine;;;;;;;;;;;;;IDAMIVIF
60431;Juvisy-sur-Orge;;;;;;;;;;;;;IDAMIVIF
60441;Moulin-Galant;;;;;;;;;;;;;IDAMIVIF
60446;Maisse;;;;;;;;;;;;;IDAMIVIF
60466;Garges-Sarcelles;;;;;;;;;;;;;IDAMIVIF
60483;Vigneux-sur-Seine;;;;;;;;;;;;;IDAMIVIF
60487;Grand-Bourg;;;;;;;;;;;;;IDAMIVIF
60488;Evry Val de Seine;;;;;;;;;;;;;IDAMIVIF
60491;Evry Courcouronnes;;;;;;1;;;;;;;IDAMIVIF
60493;Corbeil-Essonnes;;;;;;;;;;;;;IDAMIVIF
60497;La Ferté-Alais;;;;;;;;;;;;;IDAMIVIF
591223;Chantilly-Gouvieux;;;;;;;;;;;;;IDAMIVIF
591224;Chantilly-Gouvieux;;;;;;;;;;;;;IDAMIVIF
591230;Survilliers-Fosses;;;;;;;;;;;;;IDAMIVIF
4473200;Creteil-Pompadour;;;;;;1;;;;;;;IDAMIVIF
4473201;Creteil-Pompadour;;;;;;1;;;;;;;IDAMIVIF
5422315;Gare du Nord (Surface);;;;;;1;;;;;;;IDAMIVIF
590098;Orry-la-Ville Coye;;;;;;;;;;;;;IDAMIVIF
590106;Les Noues;;;;;;;;;;;;;IDAMIVIF
590110;Villiers-le-Bel (Gonesse - Arnouville);;;;;;;;;;;;;IDAMIVIF
590112;Garges-Sarcelles;;;;;;;;;;;;;IDAMIVIF
590118;Stade de France-Saint-Denis;;;;;;1;;;;;;;IDAMIVIF
590120;Gare du Nord;;;;;;1;;;;;;;IDAMIVIF
590125;Maisons-Alfort Alfortville;;;;;;;;;;;;;IDAMIVIF
590126;Maisons-Alfort Alfortville;;;;;;;;;;;;;IDAMIVIF
590138;Juvisy-sur-Orge;;;;;;;;;;;;;IDAMIVIF
590142;Grigny-Centre;;;;;;1;;;;;;;IDAMIVIF
590145;Evry Courcouronnes;;;;;;1;;;;;;;IDAMIVIF
590157;Coudray-Montceaux;;;;;;;;;;;;;IDAMIVIF
590159;Saint-Fargeau;;;;;;;;;;;;;IDAMIVIF
590168;Melun;;;;;;;;;;;;;IDAMIVIF
1988706;Evry Val de Seine;;;;;;;;;;;;;IDAMIVIF
4473203;Creteil-Pompadour;;;;;;1;;;;;;;IDAMIVIF
4770532;Creil;;;;;;;;;;;;;IDAMIVIF
1662660;Gare de Lyon;;;;;;1;;;;;;;IDAMIVIF
1662664;Le Vert de Maisons;;;;;;;;;;;;;IDAMIVIF
1662671;Villeneuve-Saint-Georges;;;;;;;;;;;;;IDAMIVIF
1662676;Viry-Châtillon;;;;;;;;;;;;;IDAMIVIF
1662677;Viry-Châtillon;;;;;;;;;;;;;IDAMIVIF
4102161;Maisons-Alfort Alfortville;;;;;;;;;;;;;IDAMIVIF
4102164;Montgeron Crosne;;;;;;;;;;;;;IDAMIVIF
4102174;Lieusaint Moissy;;;;;;;;;;;;;IDAMIVIF
4102176;Savigny-le-Temple Nandy;;;;;;;;;;;;;IDAMIVIF
5005185;Magenta;;;;;;1;;;;;;;IDAMIVIF
5005195;Le Raincy Villemomble Montfermeil;;;;;;;;;;;;;IDAMIVIF
5005196;Le Raincy Villemomble Montfermeil;;;;;;;;;;;;;IDAMIVIF
5005525;Val de Fontenay;;;;;;;;;;;;;IDAMIVIF
5005526;Val de Fontenay;;;;;;;;;;;;;IDAMIVIF
5005528;Nogent Le-Perreux;;;;;;1;;;;;;;IDAMIVIF
5005665;Emerainville Pontault-Combault;;;;;;1;;;;;;;IDAMIVIF
5740949;Rosa Parks;;;;;;1;;;;;;;IDAMIVIF
5740952;Gare de l'Est;;;;;;1;;;;;;;IDAMIVIF
1832;Nation;1001100010001;75112;604516;2427753;48.8481111908,2.39800400946;0;1;1;1;1;0;0;IDAMIVIF
1642;Saint-Paul (Le Marais);1001100010001;75104;601823;2428533;48.8551344775,2.36133433573;0;1;1;1;1;0;0;IDAMIVIF
2083;Champs-Elysées-Clémenceau;1001100010001;75108;598357;2429936;48.8677439853,2.31412277704;0;1;1;1;1;0;0;IDAMIVIF
1961;George V;1001100010001;75108;597377;2430415;48.8720455787,2.30076918231;0;1;1;1;1;0;0;IDAMIVIF
2028;Charles de Gaulle-Etoile;1001100010001;75108;596963;2430625;48.8739310535,2.29512724832;0;1;1;1;1;0;0;IDAMIVIF
2048;Argentine;1001100010001;75117;596546;2430819;48.8756724452,2.28944416115;0;1;1;1;1;0;0;IDAMIVIF
1755;Porte Maillot;1001100010001;75117;596034;2431079;48.8780061355,2.28246563667;0;1;1;1;1;0;0;IDAMIVIF
1856;Les Sablons (Jardin d'acclimatation);1001100010001;92051;595260;2431446;48.8812991447,2.27191517268;0;1;1;1;1;0;0;IDAMIVIF
1933;Esplanade de la Défense;1001100010001;92062;593648;2432233;48.8883580194,2.24993720953;0;1;1;1;1;0;0;IDAMIVIF
2470;Saint-Mandé;1001100010001;94007;606058;2427546;48.8462382158,2.41899982478;0;1;1;1;1;0;0;IDAMIVIF
2288;Hôtel de Ville;1001100010001;75104;601143;2428780;48.8573558864,2.35207356353;0;1;1;1;1;0;0;IDAMIVIF
2216;George V;1001100010001;75108;597377;2430415;48.8720455787,2.30076918231;0;1;1;1;1;0;0;IDAMIVIF
2323;Les Sablons (Jardin d'acclimatation);1001100010001;92051;595260;2431446;48.8812991447,2.27191517268;0;1;1;1;1;0;0;IDAMIVIF
2258;Esplanade de la Défense;1001100010001;92062;593648;2432233;48.8883580194,2.24993720953;0;1;1;1;1;0;0;IDAMIVIF
2058;Avron;1001100020001;75111;604533;2428096;48.8511937784,2.39823913749;0;1;1;1;1;0;0;IDAMIVIF
2041;Alexandre-Dumas;1001100020001;75111;604262;2428678;48.8564263076,2.39455425432;0;1;1;1;1;0;0;IDAMIVIF
1788;Philippe Auguste;1001100020001;75111;603908;2428895;48.8583788007,2.38973472941;0;1;1;1;1;0;0;IDAMIVIF
1812;Ménilmontant;1001100020001;75111;603518;2429710;48.8657057469,2.38442937183;0;1;1;1;1;0;0;IDAMIVIF
2046;Anvers;1001100020001;75118;600562;2431619;48.8828716494,2.34416356947;0;1;1;1;1;0;0;IDAMIVIF
1989;Courcelles;1001100020001;75108;597563;2431219;48.8792721109,2.30329854335;0;1;1;1;1;0;0;IDAMIVIF
1684;Ternes;1001100020001;75117;597183;2431103;48.8782279997,2.29812142925;0;1;1;1;1;0;0;IDAMIVIF
2107;Avron;1001100020001;75111;604533;2428096;48.8511937784,2.39823913749;0;1;1;1;1;0;0;IDAMIVIF
2235;La Chapelle;1001100020001;75110;601671;2431788;48.8843886576,2.35927656094;0;1;1;1;1;0;0;IDAMIVIF
2494;Ternes;1001100020001;75117;597183;2431103;48.8782279997,2.29812142925;0;1;1;1;1;0;0;IDAMIVIF
1737;Porte de Bagnolet;1001100030001;75120;605309;2429559;48.8643364947,2.4088253727;0;1;1;1;1;0;0;IDAMIVIF
1728;Rue Saint-Maur;1001100030001;75111;603699;2429403;48.8629456209,2.38689240121;0;1;1;1;1;0;0;IDAMIVIF
1779;Parmentier;1001100030001;75111;602808;2429660;48.8652598159,2.37475707838;0;1;1;1;1;0;0;IDAMIVIF
1766;République;1001100030001;75111;602021;2429882;48.8672579028,2.36403730031;0;1;1;1;1;0;0;IDAMIVIF
2050;Arts-et-Métiers;1001100030001;75103;601439;2429692;48.8655518229,2.35610815179;0;1;1;1;1;0;0;IDAMIVIF
2205;Gambetta;1001100030001;75120;604547;2429608;48.8647826599,2.39844583044;0;1;1;1;1;0;0;IDAMIVIF
2376;République;1001100030001;75111;602021;2429882;48.8672579028,2.36403730031;0;1;1;1;1;0;0;IDAMIVIF
2375;Réaumur-Sébastopol;1001100030001;75102;601173;2429773;48.8662803178,2.3524847935;0;1;1;1;1;0;0;IDAMIVIF
2467;Saint-Lazare;1001100030001;75108;599199;2430819;48.8756814657,2.32559158149;0;1;1;1;1;0;0;IDAMIVIF
2163;Anatole-France;1001100030001;92044;596259;2432638;48.8920185856,2.28551744146;0;1;1;1;1;0;0;IDAMIVIF
1764;Réaumur-Sébastopol;1001100040001;75102;601183;2429747;48.8660466289,2.35262095068;0;1;1;1;1;0;0;IDAMIVIF
1729;Saint-Michel;1001100040001;75105;600550;2428362;48.8535998671,2.34399623776;0;1;1;1;1;0;0;IDAMIVIF
1721;Saint-Germain des Prés;1001100040001;75106;599746;2428345;48.853447197,2.33304632271;0;1;1;1;1;0;0;IDAMIVIF
2478;Simplon;1001100040001;75118;600744;2432944;48.894779515,2.34664584169;0;1;1;1;1;0;0;IDAMIVIF
2152;Château Rouge;1001100040001;75118;600944;2432088;48.8870862423,2.34937006992;0;1;1;1;1;0;0;IDAMIVIF
2153;Château d'Eau;1001100040001;75110;601435;2430460;48.8724541102,2.3560561648;0;1;1;1;1;0;0;IDAMIVIF
2230;Cité;1001100040001;75104;600712;2428594;48.8556848095,2.3462029262;0;1;1;1;1;0;0;IDAMIVIF
2413;Porte d'Orléans (Général Leclerc);1001100040001;75114;599160;2424937;48.8228170194,2.32507262181;0;1;1;1;1;0;0;IDAMIVIF
4028974;Mairie de Montrouge;1001100040001;92049;598761;2424453;48.8184662963,2.31964321528;0;1;1;1;1;0;0;IDAMIVIF
2072;Bobigny-Pantin (Raymond Queneau);1001100050001;93008;606482;2433061;48.8957991918,2.42485729506;0;1;1;1;1;0;0;IDAMIVIF
1891;Hoche;1001100050001;93055;604888;2432581;48.891499343,2.40312495732;0;1;1;1;1;0;0;IDAMIVIF
2076;Gare de l'Est (Verdun);1001100050001;75110;601596;2430945;48.8768125846,2.35825143675;0;1;1;1;1;0;0;IDAMIVIF
1700;Richard-Lenoir;1001100050001;75111;602636;2429151;48.8606859512,2.37241092855;0;1;1;1;1;0;0;IDAMIVIF
1951;Gare d'Austerlitz;1001100050001;75113;602033;2427229;48.8434141834,2.36418838953;0;1;1;1;1;0;0;IDAMIVIF
1641;Saint-Marcel;1001100050001;75113;601846;2426787;48.8394422381,2.36164021079;0;1;1;1;1;0;0;IDAMIVIF
1834;Nation;1001100060001;75112;604499;2427680;48.8474552216,2.39777174028;0;1;1;1;1;0;0;IDAMIVIF
1962;Glacière;1001100060001;75113;600591;2425832;48.8308613646,2.34455142997;0;1;1;1;1;0;0;IDAMIVIF
1825;Montparnasse-Bienvenue;1001100060001;75114;598878;2427057;48.8418702955,2.32122837067;0;1;1;1;1;0;0;IDAMIVIF
1781;Pasteur;1001100060001;75115;598295;2427073;48.8420127633,2.3132900405;0;1;1;1;1;0;0;IDAMIVIF
2339;Nation;1001100060001;75112;604499;2427680;48.8474552216,2.39777174028;0;1;1;1;1;0;0;IDAMIVIF
2520;Saint-Jacques;1001100060001;75114;600013;2426069;48.832991651,2.33668289331;0;1;1;1;1;0;0;IDAMIVIF
2255;Edgar-Quinet;1001100060001;75114;599258;2426912;48.8405676854,2.32640281189;0;1;1;1;1;0;0;IDAMIVIF
2475;Sèvres-Lecourbe;1001100060001;75115;598117;2427405;48.8449961101,2.31086482671;0;1;1;1;1;0;0;IDAMIVIF
2122;Boissière;1001100060001;75116;596589;2429838;48.866856114,2.29003807011;0;1;1;1;1;0;0;IDAMIVIF
2234;Kléber;1001100060001;75116;596831;2430333;48.8713061083,2.29333101756;0;1;1;1;1;0;0;IDAMIVIF
1744;Porte de la Villette;1001100070001;75119;603605;2433251;48.8975291161,2.38564422679;0;1;1;1;1;0;0;IDAMIVIF
1985;Corentin-Cariou;1001100070001;75119;603360;2432934;48.8946815012,2.38230219064;0;1;1;1;1;0;0;IDAMIVIF
2080;Crimée;1001100070001;75119;602955;2432445;48.8902887343,2.37677864559;0;1;1;1;1;0;0;IDAMIVIF
1774;Palais-Royal (Musée du Louvre);1001100070001;75101;599923;2429448;48.8633603817,2.33545659061;0;1;1;1;1;0;0;IDAMIVIF
2020;Censier-Daubenton;1001100070001;75105;601120;2426915;48.8405942592,2.35175560961;0;1;1;1;1;0;0;IDAMIVIF
1854;Les Gobelins;1001100070001;75113;601144;2426418;48.836127399,2.3520811145;0;1;1;1;1;0;0;IDAMIVIF
1695;Villejuif-L1s Aragon;1001100070001;94076;602250;2420912;48.7866379703,2.36711052405;0;1;1;1;1;0;0;IDAMIVIF
2316;Le Peletier;1001100070001;75109;600268;2430739;48.8749630173,2.34015678752;0;1;1;1;1;0;0;IDAMIVIF
2384;Palais-Royal (Musée du Louvre);1001100070001;75101;599923;2429448;48.8633603817,2.33545659061;0;1;1;1;1;0;0;IDAMIVIF
2344;Pont Marie (Cité des Arts);1001100070001;75104;601533;2428347;48.8534635449,2.35738396948;0;1;1;1;1;0;0;IDAMIVIF
2139;Censier-Daubenton;1001100070001;75105;601120;2426915;48.8405942592,2.35175560961;0;1;1;1;1;0;0;IDAMIVIF
2347;Porte d'Italie;1001100070001;75113;601815;2424511;48.8189864752,2.36120868218;0;1;1;1;1;0;0;IDAMIVIF
2519;Villejuif-Léo Lagrange;1001100070001;94076;602014;2422818;48.8037696225,2.36390930306;0;1;1;1;1;0;0;IDAMIVIF
3343755;La Motte-Picquet-Grenelle;1001100080001;75115;597150;2427829;48.8488031653,2.29769423133;0;1;1;1;1;0;0;IDAMIVIF
3343757;Ecole Militaire;1001100080001;75107;597719;2428436;48.8542608808,2.30543955721;0;1;1;1;1;0;0;IDAMIVIF
3343759;La Tour-Maubourg;1001100080001;75107;598039;2428766;48.8572278199,2.30979622249;0;1;1;1;1;0;0;IDAMIVIF
3343765;Madeleine;1001100080001;75108;599132;2430132;48.8695070869,2.32468019626;0;1;1;1;1;0;0;IDAMIVIF
3343767;Opéra;1001100080001;75109;599650;2430257;48.8706310394,2.33173704503;0;1;1;1;1;0;0;IDAMIVIF
3343773;Bonne Nouvelle;1001100080001;75109;600880;2430251;48.8705767128,2.34849429038;0;1;1;1;1;0;0;IDAMIVIF
3343785;Bastille;1001100080001;75104;602398;2428378;48.8537395822,2.36916481453;0;1;1;1;1;0;0;IDAMIVIF
3343787;Ledru-Rollin;1001100080001;75112;602895;2428095;48.8511941246,2.37593173368;0;1;1;1;1;0;0;IDAMIVIF
3343795;Daumesnil (Félix Eboué);1001100080001;75112;604339;2426815;48.8396820994,2.39558416701;0;1;1;1;1;0;0;IDAMIVIF
3343339;Boucicaut;1001100080001;75115;596432;2426964;48.8410253145,2.287923864;0;1;1;1;1;0;0;IDAMIVIF
3343754;Commerce;1001100080001;75115;596864;2427363;48.8446136312,2.29380297684;0;1;1;1;1;0;0;IDAMIVIF
3343756;La Motte-Picquet-Grenelle;1001100080001;75115;597150;2427829;48.8488031653,2.29769423133;0;1;1;1;1;0;0;IDAMIVIF
3343760;La Tour-Maubourg;1001100080001;75107;598039;2428766;48.8572278199,2.30979622249;0;1;1;1;1;0;0;IDAMIVIF
3343766;Madeleine;1001100080001;75108;599132;2430132;48.8695070869,2.32468019626;0;1;1;1;1;0;0;IDAMIVIF
3343780;Filles du Calvaire;1001100080001;75103;602220;2429417;48.8630781356,2.36674588025;0;1;1;1;1;0;0;IDAMIVIF
3343794;Montgallet;1001100080001;75112;603901;2427311;48.8441426903,2.38962500951;0;1;1;1;1;0;0;IDAMIVIF
3343810;Maisons-Alfort-Stade;1001100080001;94046;607332;2423318;48.8082253066,2.43627581772;0;1;1;1;1;0;0;IDAMIVIF
3343814;Créteil-L'Echat (Hôpital Henri Mondor);1001100080001;94028;608308;2422026;48.7966012568,2.44953152104;0;1;1;1;1;0;0;IDAMIVIF
3343816;Créteil-Université;1001100080001;94028;608405;2421261;48.7897242753,2.45083610306;0;1;1;1;1;0;0;IDAMIVIF
1804;Pont de Sèvres;1001100090001;92012;592215;2425707;48.8296902972,2.23052843086;0;1;1;1;1;0;0;IDAMIVIF
2088;Billancourt;1001100090001;92012;592776;2425973;48.8320876035,2.23816077354;0;1;1;1;1;0;0;IDAMIVIF
1637;Trocadéro;1001100090001;75116;596354;2429419;48.8630890943,2.28684037516;0;1;1;1;1;0;0;IDAMIVIF
1895;Iéna;1001100090001;75116;596883;2429559;48.8643501589,2.29404526045;0;1;1;1;1;0;0;IDAMIVIF
2043;Alma-Marceau;1001100090001;75116;597412;2429553;48.8642986303,2.30125140712;0;1;1;1;1;0;0;IDAMIVIF
1946;Franklin-Roosevelt;1001100090001;75108;598049;2430055;48.8688125911,2.30992632114;0;1;1;1;1;0;0;IDAMIVIF
2001;Bonne Nouvelle;1001100090001;75109;600907;2430242;48.8704957916,2.34886211411;0;1;1;1;1;0;0;IDAMIVIF
1714;Saint-Ambroise;1001100090001;75111;602690;2429258;48.8616473835,2.37314713744;0;1;1;1;1;0;0;IDAMIVIF
1709;Rue des Boulets;1001100090001;75111;603863;2428210;48.8522226724,2.38911564759;0;1;1;1;1;0;0;IDAMIVIF
2549;Billancourt;1001100090001;92012;592776;2425973;48.8320876035,2.23816077354;0;1;1;1;1;0;0;IDAMIVIF
2295;Jasmin;1001100090001;75116;594965;2428235;48.8524384784,2.26793391967;0;1;1;1;1;0;0;IDAMIVIF
2453;Rue de la Pompe (Avenue Georges Mandel);1001100090001;75116;595699;2429549;48.8642533436,2.2779167587;0;1;1;1;1;0;0;IDAMIVIF
2227;Chaussée d'Antin (La Fayette);1001100090001;75109;599746;2430505;48.8728599486,2.33304474759;0;1;1;1;1;0;0;IDAMIVIF
2527;République;1001100090001;75111;601988;2429899;48.8674107881,2.36358782222;0;1;1;1;1;0;0;IDAMIVIF
2423;Porte de Montreuil;1001100090001;75120;605430;2428340;48.853379837,2.41045818408;0;1;1;1;1;0;0;IDAMIVIF
2005;Boulogne Pont de Saint-Cloud;1001100100001;92012;592054;2426930;48.8406801223,2.22831365839;0;1;1;1;1;0;0;IDAMIVIF
2350;Maubert-Mutualité;1001100100001;75105;600912;2427930;48.8497168994,2.34892555516;0;1;1;1;1;0;0;IDAMIVIF
2233;Jussieu;1001100100001;75105;601325;2427490;48.8457617165,2.35454859157;0;1;1;1;1;0;0;IDAMIVIF
1875;Mairie des Lilas;1001100110001;93045;605809;2431308;48.880051021,2.41566020273;0;1;1;1;1;0;0;IDAMIVIF
2431;Porte des Lilas;1001100110001;75120;605139;2430994;48.8772346759,2.40652683971;0;1;1;1;1;0;0;IDAMIVIF
2408;Place des Fêtes;1001100110001;75119;604157;2430937;48.8767294281,2.39314602843;0;1;1;1;1;0;0;IDAMIVIF
2266;Jourdain;1001100110001;75120;603877;2430772;48.8752482539,2.38932943082;0;1;1;1;1;0;0;IDAMIVIF
2218;Goncourt (Hôpital Saint-L1s);1001100110001;75110;602515;2430189;48.8700153145,2.37076879569;0;1;1;1;1;0;0;IDAMIVIF
967989;République;1001100110001;75111;601949;2429880;48.8672401446,2.36305644261;0;1;1;1;1;0;0;IDAMIVIF
1938;Falguière;1001100120001;75115;598609;2427330;48.8443233422,2.31756467285;0;1;1;1;1;0;0;IDAMIVIF
1792;Pigalle;1001100120001;75118;600052;2431525;48.8820270489,2.33721379841;0;1;1;1;1;0;0;IDAMIVIF
1920;Lamarck-Caulaincourt;1001100120001;75118;600194;2432383;48.889738067,2.33914908334;0;1;1;1;1;0;0;IDAMIVIF
3901291;Front Populaire;1001100120001;93001;602107;2434267;48.9066665471,2.36523013252;0;1;1;1;1;0;0;IDAMIVIF
2421;Porte de la Chapelle;1001100120001;75118;601668;2433298;48.897959305,2.35924143528;0;1;1;1;1;0;0;IDAMIVIF
3901292;Front Populaire;1001100120001;93001;602107;2434267;48.9066665471,2.36523013252;0;1;1;1;1;0;0;IDAMIVIF
1827;Montparnasse-Bienvenue;1001100130001;75114;598862;2427080;48.8420769794,2.32101044622;0;1;1;1;1;0;0;IDAMIVIF
1897;Invalides;1001100130001;75107;598388;2429169;48.8608507489,2.31454810929;0;1;1;1;1;0;0;IDAMIVIF
1858;Liège;1001100130001;75108;599292;2431248;48.8795371256,2.32685794394;0;1;1;1;1;0;0;IDAMIVIF
1888;Guy-Môquet;1001100130001;75118;599339;2432747;48.8930090153,2.32749583616;0;1;1;1;1;0;0;IDAMIVIF
1874;Mairie de Saint-Ouen;1001100130001;93070;599797;2434818;48.9116216396,2.33373696151;0;1;1;1;1;0;0;IDAMIVIF
1716;Basilique de Saint-Denis;1001100130001;93066;601696;2437584;48.9364774519,2.35963974197;0;1;1;1;1;0;0;IDAMIVIF
140078;Saint-Denis-Université;1001100130001;93066;601872;2438656;48.9461108318,2.36204518966;0;1;1;1;1;0;0;IDAMIVIF
1662795;Les Agnettes;1001100130001;92004;596294;2436076;48.9229162908,2.28596389324;0;1;1;1;1;0;0;IDAMIVIF
2275;Malakoff-Plateau de Vanves;1001100130001;92020;597166;2424896;48.8224426532,2.297932102;0;1;1;1;1;0;0;IDAMIVIF
2464;Saint-François-Xavier;1001100130001;75107;598379;2428071;48.850982519,2.31442986127;0;1;1;1;1;0;0;IDAMIVIF
2518;Varenne;1001100130001;75107;598403;2428673;48.8563930284,2.31475436148;0;1;1;1;1;0;0;IDAMIVIF
2461;Basilique de Saint-Denis;1001100130001;93066;601696;2437584;48.9364774519,2.35963974197;0;1;1;1;1;0;0;IDAMIVIF
1166838;Madeleine;1001100140001;75108;599094;2430140;48.8695789298,2.32416248546;1;0;1;1;1;0;1;IDAMIVIF
1166826;Bibliothèque-François Mitterrand;1001100140001;75113;602910;2425718;48.8298306545,2.37612000601;1;0;1;1;1;0;1;IDAMIVIF
1166835;Châtelet;1001100140001;75101;600797;2428958;48.8589561406,2.34736125188;1;0;1;1;1;0;1;IDAMIVIF
1166833;Gare de Lyon;1001100140001;75112;602688;2427367;48.8446521102,2.37310814421;1;0;1;1;1;0;1;IDAMIVIF
1166829;Cour Saint-Emilion;1001100140001;75112;603731;2426106;48.8333136748,2.38729970105;1;0;1;1;1;0;1;IDAMIVIF
2430;Porte des Lilas;1001101030001;75120;605128;2430961;48.8769381827,2.4063765636;0;1;1;1;1;0;0;IDAMIVIF
2393;Pelleport;1001101030001;75120;604745;2429991;48.868223402,2.40114727627;0;1;1;1;1;0;0;IDAMIVIF
1756;Pré-Saint-Gervais;1001101070001;75119;604554;2431342;48.8803666123,2.39855961042;0;1;1;1;1;0;0;IDAMIVIF
1861;L1s Blanc;1001101070001;75110;602127;2431436;48.8812238387,2.36548893272;0;1;1;1;1;0;0;IDAMIVIF
22791;Orly 1-2-3;1001102000001;94054;601697;2414562;48.7295649505,2.35956423604;1;0;0;0;0;0;1;IDAMIVIF
22794;Orly 4;1001102000001;94054;602418;2414491;48.7289245349,2.36935994059;1;0;0;0;0;0;1;IDAMIVIF
1983;Conflans-Fin d'Oise;1001110010001;78172;580802;2443477;48.9891484689,2.07435447398;1;0;0;0;0;0;1;IDAMIVIF
1878;Maisons-Laffitte;1001110010001;78358;585909;2438666;48.9460471916,2.14425167331;1;0;1;1;1;1;4;IDAMIVIF
1830;Nanterre-Université;1001110010001;92050;590998;2433642;48.9009889733,2.21379170886;1;0;1;1;1;1;4;IDAMIVIF
1835;Nation;1001110010001;75112;604425;2427794;48.8484803036,2.39676520624;1;0;1;1;1;1;4;IDAMIVIF
2010;Bry-sur-Marne;1001110010001;94015;613956;2427370;48.844534026,2.52654384297;1;0;1;1;1;1;4;IDAMIVIF
1652;Noisy-le-Grand (Mont d'Est);1001110010001;93051;615533;2426958;48.8407951048,2.54800262639;1;0;1;1;1;1;4;IDAMIVIF
1859;Lognes;1001110010001;77258;621846;2426770;48.8389222959,2.63394987092;1;0;1;1;1;1;4;IDAMIVIF
1636;Torcy;1001110010001;77468;623458;2426866;48.8397283819,2.65590311181;1;0;1;1;1;1;4;IDAMIVIF
1885;Marne-la-Vallée Chessy;1001110010001;77111;632720;2430112;48.8684969295,2.78225972723;1;0;1;1;1;1;4;IDAMIVIF
1838;Nogent-sur-Marne;1001110010001;94052;609929;2426313;48.8351087334,2.47168391283;1;0;1;1;1;1;4;IDAMIVIF
1904;Joinville-le-Pont;1001110010001;94042;609355;2424750;48.8210696376,2.46383495297;1;0;1;1;1;1;4;IDAMIVIF
2024;Champigny;1001110010001;94068;612743;2423195;48.8070357613,2.50990166505;1;0;1;1;1;1;4;IDAMIVIF
1680;Sucy Bonneuil;1001110010001;94071;612576;2419191;48.7710514922,2.50751126501;1;0;1;1;1;1;4;IDAMIVIF
2158;Achères-Ville;1001110010001;78005;581038;2441373;48.9702479985,2.07767192171;1;0;0;0;0;0;1;IDAMIVIF
2274;Maisons-Laffitte;1001110010001;78358;585909;2438666;48.9460471916,2.14425167331;1;0;1;1;1;1;4;IDAMIVIF
2523;Sartrouville;1001110010001;78586;586864;2437714;48.9375121425,2.15731104369;1;0;1;1;1;1;4;IDAMIVIF
2317;Le Vésinet-Centre;1001110010001;78650;585169;2432442;48.8900956656,2.13437461099;1;0;1;1;1;1;4;IDAMIVIF
2458;Rueil-Malmaison;1001110010001;92063;587828;2432116;48.8872220198,2.1706232016;1;0;1;1;1;1;4;IDAMIVIF
161469;Val d'europe;1001110010001;77449;632190;2428617;48.8550877316,2.77492611826;1;0;1;1;1;1;4;IDAMIVIF
1628;Villepinte;1001110020001;93078;612887;2440568;48.9631675094,2.51238782453;1;0;1;1;1;1;4;IDAMIVIF
1663;Sevran-Beaudottes;1001110020001;93071;613745;2438853;48.9477376104,2.52404227481;1;0;1;1;1;1;4;IDAMIVIF
1918;La Plaine-Stade de France;1001110020001;93066;601914;2435541;48.9181166004,2.36260451523;1;0;1;1;1;1;4;IDAMIVIF
48432;Aéroport Charles de Gaulle 2 TGV;1001110020001;95527;617164;2445145;49.0041985468,2.57094642069;1;0;1;1;1;1;4;IDAMIVIF
2473;Villeparisis;1001110020001;77514;619510;2439473;48.9531603089,2.60272851855;1;0;1;1;1;1;4;IDAMIVIF
2188;Drancy;1001110020001;93029;608695;2437171;48.9327097684,2.45510534184;1;0;1;1;1;1;4;IDAMIVIF
2166;Cité Universitaire;1001110020001;75114;600234;2424661;48.8203370161,2.33969097138;1;0;1;1;1;1;4;IDAMIVIF
2195;Bourg-la-Reine;1001110020001;92014;598210;2420179;48.780050897,2.31216262263;1;0;1;1;1;1;4;IDAMIVIF
2231;Fontaine-Michalon;1001110020001;92002;597098;2416161;48.7439325227,2.29706733128;1;0;1;1;1;1;4;IDAMIVIF
2385;Palaiseau;1001110020001;91477;593374;2413270;48.7179193959,2.24650141299;1;0;1;1;1;1;4;IDAMIVIF
2239;La Hacquinière;1001110020001;91122;586460;2410739;48.6950606912,2.15266413344;1;0;1;1;1;1;4;IDAMIVIF
2483;Saint-Rémy-lès-Chevreuse;1001110020001;78575;580419;2411625;48.7028686434,2.07060021119;1;0;1;1;1;1;4;IDAMIVIF
